,,How much,What,When,Where,loc
595,14.0,190.0,Niels Skousen (DK).,2000.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
596,15.0,150.0,I'm With Her (US).,2100.0,"Global Copenhagen, NÃ¸rre AllÃ© 7, Copenhagen N",
597,16.0,140.0,Ought live pÃ¥ Loppen.,2100.0,"Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K",
598,17.0,140.0,Himmerland feat. Mairi Campbell.,1930.0,"Baltoppen Live, Baltorpvej 20, Ballerup","[55.730546, 12.35193]"
599,18.0,210.0,Eden.,2100.0,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V",
600,19.0,73.0,Collon & Mahlers 10.,1930.0,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","[55.6575405, 12.5905654]"
601,0.0,205.0,Die Herren.,2000.0,"Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup","[55.65525909999999, 12.2956019]"
602,1.0,135.0,Lilly Hiatt (US).,2000.0,"Ideal Bar, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
603,2.0,105.0,Fil Bo Riva (it).,2000.0,"Ideal Bar, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
604,3.0,0.0,The Almost Family Choir.,1930.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
605,4.0,0.0,Onsdags-jazz pÃ¥ Lipperts.,1800.0,"Medborgerhuset Lipperts, Taastrup Hovedgade 71, Taastrup","[55.6517012, 12.3037462]"
606,5.0,110.0,OlÃ¶f Arnalds & Skuli Sverrisson (IS).,2000.0,"Hotel Cecil, Niels Hemmingsens Gade 10, Copenhagen K","[None, None]"
607,6.0,85.0,Mena & Mozart.,1930.0,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","[55.6575405, 12.5905654]"
608,7.0,195.0,Arena (UK).,1930.0,"IshÃ¸j Kultur CafÃ©, IshÃ¸j Ãstergade 28, IshÃ¸j",
609,8.0,30.0,Ramslag Folkets Hus Spillefolk.,2000.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
610,9.0,490.0,Starboys Go Jazzy.,30.0,"Skovshoved Hotel, Strandvejen 267, Charlottenlund","[55.7589175, 12.5968742]"
611,10.0,85.0,Mena & Mozart.,1500.0,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","[55.6575405, 12.5905654]"
612,11.0,40.0,Det Ãbne Hus spiller op til folkedans pÃ¥ Stades Krog 9.,2000.0,"Lyngby SognegÃ¥rd, Stades Krog 9, Kongens Lyngby",
613,12.0,,Mike Tramp & Band of Brothers.,2100.0,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre",
614,13.0,125.0,Depeche Mode Fest feat: Enjoy The Silence Live.,2100.0,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","[55.666846, 12.5762349]"
615,14.0,0.0,Skar's Blues Band spiller pÃ¥ Havnehytten ved Lyngby sÃ¸.,1430.0,"Havnehytten, Rustenborgvej 21, Kongens Lyngby","[55.7733084, 12.4951887]"
616,15.0,140.0,Erlend Viken Trio.,2000.0,"Baltoppen Live, Baltorpvej 20, Ballerup","[55.730546, 12.35193]"
617,16.0,140.0,Baltic Crossing.,2000.0,"Baltoppen Live, Baltorpvej 20, Ballerup","[55.730546, 12.35193]"
618,17.0,,Musicalpremiere.,1900.0,"Emdrup Kirke, Ved Vigen 7-9, Copenhagen NV","[55.721258, 12.528307]"
619,18.0,100.0,Route 66 - 60'er musik - Chimbo's Revival og Wild Wax Combo.,2030.0,"EllegÃ¥rden, Stavnsholtvej 168, Farum",
620,19.0,374.0,Vi Elsker 90'erne - Verdens StÃ¸rste 90'er fest 2018.,1100.0,"Espelundens IdrÃ¦tsanlÃ¦g, Korsdalsvej 100, RÃ¸dovre",
621,0.0,,Vox Absona.,30.0,"Flintholm Kirke, Junggreensvej 14, Frederiksberg","[55.678747, 12.498775]"
622,1.0,,Musicalforestilling.,1600.0,"Emdrup Kirke, Ved Vigen 7-9, Copenhagen NV","[55.721258, 12.528307]"
623,2.0,0.0,Opera pÃ¥ Amfi Hvidovre: Nordic Singers.,0.0,"Amfiscenen, PoppelgÃ¥rden, Byvej 90, Hvidovre",
624,3.0,0.0,PalÃ¦ Bar Jazz.,1700.0,"PalÃ¦ Bar, Ny Adelgade 5, Copenhagen K",
625,4.0,240.0,Rita ora.,2000.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
626,5.0,,Sommertid I SÃ¸ndermarken.,1600.0,"SÃ¸ndermarken, Indgangen fra Valby Langgade, Valby",
627,6.0,380.0,Game Of Thrones: Live Concert Experience - Featuring Ramin Djawadi.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
628,7.0,250.0,The Vamps (UK).,2000.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
629,8.0,,Sommertid I SÃ¸ndermarken.,1600.0,"SÃ¸ndermarken, Indgangen fra Valby Langgade, Valby",
630,9.0,165.0,Rasmus Seebach Familiekoncert.,1700.0,"Valbyparken, Hammelstrupvej 98, Copenhagen SV","[55.645393, 12.5207905]"
631,10.0,,Elvis In Concert - Live on Screen.,2000.0,"Forum Copenhagen, Julius Thomsens Plads 1, Frederiksberg C","[55.681116, 12.552841]"
632,11.0,,Iron Maiden - Legacy Of The Beast Tour.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
633,12.0,0.0,Jam-session pÃ¥ Lipperts.,1800.0,"Medborgerhuset Lipperts, Taastrup Hovedgade 71, Taastrup","[55.6517012, 12.3037462]"
634,13.0,,3 i 1 koncert.,2000.0,"Sundby Kirke, Amagerbrogade 71, Copenhagen S","[55.6608674, 12.6053029]"
635,14.0,1020.0,Rasmus Walter.,1900.0,"Skovshoved Hotel, Strandvejen 267, Charlottenlund","[55.7589175, 12.5968742]"
636,15.0,360.0,Katy Perry - Witness The Tour.,1930.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
637,16.0,490.0,The Tribe.,30.0,"Skovshoved Hotel, Strandvejen 267, Charlottenlund","[55.7589175, 12.5968742]"
638,17.0,155.0,Nattens Tivoli - familiekoncert.,1500.0,"Tivolis Koncertsal, Vesterbrogade 3, Copenhagen V","[55.672828, 12.5685453]"
639,18.0,155.0,Nattens Tivoli - familiekoncert.,1500.0,"Tivolis Koncertsal, Vesterbrogade 3, Copenhagen V","[55.672828, 12.5685453]"
640,19.0,,DR PigeKorets midsommer.,1600.0,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","[55.6575405, 12.5905654]"
641,0.0,98.0,DR PigeKorets midsommer.,1830.0,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","[55.6575405, 12.5905654]"
642,1.0,130.0,Michaela FukacovÃ¡: Cello. 8. koncert i Lyngby TaarbÃ¦k Musikforening.,1930.0,"Sorgenfri Kirke og SognegÃ¥rd, Hummeltoften 1, Virum",
643,2.0,,Sommerkoncert med Godspel.,1930.0,"Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V","[55.671907, 12.5552659]"
644,3.0,290.0,Runrig - The Final Mile.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
645,4.0,585.0,AndrÃ© Rieu.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
646,5.0,,Roger Waters - Us + Them.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
647,6.0,,Roger Waters - Us + Them.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
648,7.0,,Duo Huayra.,1500.0,"Lindevang Kirke, Hattensens AllÃ© 12, Frederiksberg",
649,8.0,0.0,Skar's Blues Band spiller pÃ¥ Havnehytten ved Lyngby SÃ¸.,1430.0,"Havnehytten, Rustenborgvej 21, Kongens Lyngby","[55.7733084, 12.4951887]"
650,9.0,200.0,"Arild Kvartetten spiller Beethoven, LvB#4.",0.0,"Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K","[55.6794587, 12.5862154]"
651,10.0,50.0,SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,1400.0,"RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre",
652,11.0,30.0,Ramslag Folkets Hus Spillefolk.,2000.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
653,12.0,480.0,Jeff Lynne's Elo Live 2018.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
654,13.0,,Chimbos Revival & Ray Ennis.,2000.0,"EllegÃ¥rden, Stavnsholtvej 168, Farum",
655,14.0,200.0,Poul Halberg & Friends.,2100.0,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","[55.666846, 12.5762349]"
656,15.0,125.0,Souvenirs.,2030.0,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","[55.666846, 12.5762349]"
657,16.0,285.0,Nephew - Udsolgt/venteliste.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
658,17.0,50.0,SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,1400.0,"RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre",
659,18.0,295.0,No More Jack.,2000.0,"Baltoppen Live, Baltorpvej 20, Ballerup","[55.730546, 12.35193]"
660,19.0,160.0,Northern Assembly.,2000.0,"Baltoppen Live, Baltorpvej 20, Ballerup","[55.730546, 12.35193]"
661,0.0,210.0,"MOZART: Exultate Jubilate, Sinfonia Concertante, Symfoni nr. 40.",1600.0,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","[55.6766342, 12.5836015]"
662,1.0,500.0,Shania Twain: Shania NOW Tour.,1930.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
663,2.0,350.0,Fat Freddy's Drop.,2000.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
664,3.0,30.0,Ramslag Folkets Hus Spillefolk.,2000.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
665,4.0,200.0,"Arild Kvartetten spiller Beethoven, LvB#5.",0.0,"Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K","[55.6794587, 12.5862154]"
666,5.0,695.0,Cliff Richard: 58-18=60th Tour.,2000.0,"Operaen, Ekvipagemestervej 10, Copenhagen K","[55.682018, 12.6006229]"
667,6.0,185.0,Sp Just Frost.,2000.0,"Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup","[55.65525909999999, 12.2956019]"
668,7.0,50.0,SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,1400.0,"RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre",
669,8.0,325.0,The Human League (UK).,2000.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
670,9.0,30.0,Ramslag Folkets Hus Spillefolk.,2000.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
671,10.0,,10 Ã¥rs jubilÃ¦umskoncert for Vesterbro Gospelkor.,1930.0,"Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V","[55.671907, 12.5552659]"
672,11.0,,Rockakademiet.,2100.0,"Bartof Cafe, Nordre Fasanvej 46, Frederiksberg","[55.6837677, 12.5246214]"
673,12.0,200.0,"Arild Kvartetten spiller Beethoven, LvB#6.",0.0,"Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K","[55.6794587, 12.5862154]"
674,13.0,430.0,Julekoncert 2018 m. Stig Rossen.,1930.0,"Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup","[55.65525909999999, 12.2956019]"
675,14.0,210.0,Monteverdi - Mariavesper.,1600.0,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","[55.6766342, 12.5836015]"
676,15.0,30.0,Jule Ramslag Folkets Hus Spillefolk.,1800.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
677,0.0,100.0,Jump og blues i Sorgenfri Kirke.,1500.0,"Sorgenfri Kirke og SognegÃ¥rd, Hummeltoften 1, Virum",
678,1.0,160.0,"Christina von BÃ¼low, Palle Danielsson & Eliot Zigmund Trio.",1500.0,"Galaksen, Bymidten 48, VÃ¦rlÃ¸se",
679,2.0,0.0,PrÃ¦stholms Luther-koraler.,1500.0,"Vor Frelsers Kirke, Sankt AnnÃ¦ Gade 29, Copenhagen K",
680,3.0,100.0,Trio Satie Salonkoncert.,1500.0,"Chili TurÃ¨ll, Alhambravej 1, 1.tv., Frederiksberg C",
681,4.0,,Koncert med Hanne Boel.,1500.0,"Christians Kirke, Strandgade 1, Copenhagen K","[55.6725191, 12.5872964]"
682,5.0,,Koncert med studerende fra Det Kg. Danske Musikkonservatorium.,1500.0,"Sct. Thomas kirke, Rolighedsvej 16, Frederiksberg C","[55.684364, 12.541787]"
683,6.0,,Jazzet julekoncert.,1500.0,"StengÃ¥rd Kirke, Triumfvej 2, Kongens Lyngby",
684,7.0,220.0,Beethoven Symfoni Nr. 7.,1600.0,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","[55.68111589999999, 12.5528412]"
685,8.0,0.0,Decem Voces - julekoncert.,1600.0,"Saint Alban's Church (Den Engelske Kirke), Churchillparken 11, Langelinie, Copenhagen K","[55.6891773, 12.5970079]"
686,9.0,0.0,En Guds Gave - Luther og musikken.,1600.0,"Johannes DÃ¸bers Kirke, Trekronergade 12, Valby",
687,10.0,50.0,Conversations - Mads Klindt & Anna Roemer Duo.,1600.0,"Frihavnskirken, Willemoesgade 68, Copenhagen Ã",
688,11.0,0.0,Julekoncert med Det Danske Drengekors Mandskor.,1600.0,"Helleruplund Kirke, Bernstorffsvej 73, Hellerup","[55.736265, 12.5554159]"
689,12.0,,AIDS Fondets Julekoncert.,1600.0,"Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K",
690,13.0,,Etty Hillesum-forestilling.,1600.0,"HÃ¸jdevangskirken, Irlandsvej 45, Copenhagen S",
691,14.0,,Morten Pedersen Trio.,1600.0,"DragÃ¸r Kirke, Kirkevej 170, DragÃ¸r",
692,15.0,,"Hva' sÃ¥, Luther?",1600.0,"AvedÃ¸re Kirke, TrÃ¦drejerporten 6, Hvidovre",
693,16.0,0.0,SÃ¸ndags jam.,1600.0,"Operaen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K",
694,17.0,0.0,Velkommen vinter - toner julenat herned.,1700.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
695,18.0,0.0,SÃ¸ndagsjazz pÃ¥ Axelborg Bodega.,1700.0,"Axelborg Bodega, Axeltorv 1, Copenhagen V","[55.6754392, 12.5644863]"
696,19.0,,Koncert med Hanne Boel.,1800.0,"Christians Kirke, Strandgade 1, Copenhagen K","[55.6725191, 12.5872964]"
697,0.0,0.0,Luthercabaret - HvaÂ´sÃ¥ Luther.,2000.0,"Sankt Jakobs Kirke, Ãsterbrogade 59, Copenhagen Ã",
698,1.0,380.0,Made in Aarhus.,2000.0,"MusikTeatret Albertslund, Bibliotekstorvet 1-3, Albertslund","[55.6568846, 12.3557788]"
699,2.0,,The War On Drugs (us).,2000.0,"TAP1, Raffinaderivej 10, Copenhagen S","[55.6711643, 12.6203919]"
700,3.0,170.0,Hun solo.,2000.0,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","[55.6575405, 12.5905654]"
701,4.0,100.0,HÃ¤ndel: Messias.,2000.0,"Betty Nansen Teatret, Frederiksberg AllÃ© 57, Frederiksberg C",
702,5.0,165.0,LindstrÃ¸m (no) Live - Flyttet.,2100.0,"Ideal Bar, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
703,6.0,0.0,Jake green og martin praetorius (dk/de).,2130.0,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K",
704,7.0,30.0,Syng dig glad - sangeftermiddag.,1600.0,"TÃ¥rnby Hovedbibliotek, Kamillevej 10, Kastrup",
705,8.0,0.0,MÃ¸d de klassiske stjernefrÃ¸: Johannes Stenberg Olsen.,1700.0,"Hovedbiblioteket - Undervisningslokalet, Falkoner Plads 3, Frederiksberg","[55.6807295, 12.5302891]"
706,9.0,,Releasekoncert Stig Fogh Andernsen.,1700.0,"Christians Kirke, Strandgade 1, Copenhagen K","[55.6725191, 12.5872964]"
707,10.0,,Lytteklub.,1700.0,"DyssegÃ¥rdskirken, DyssegÃ¥rdsvej 19, Hellerup",
708,11.0,0.0,Mestre pÃ¥ Mandage X.,1930.0,"Det kgl. Danske Musikkonservatorium, Studiescenen, RosenÃ¸rns AllÃ© 22, Frederiksberg C",
709,12.0,125.0,Calan.,1930.0,"IshÃ¸j Kultur CafÃ©, IshÃ¸j Ãstergade 28, IshÃ¸j",
710,13.0,150.0,Moderne Mandag - Ekkozone.,1930.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
711,14.0,150.0,Sonater for violin og klaver.,1930.0,"Helleruplund Kirke, Bernstorffsvej 73, Hellerup","[55.736265, 12.5554159]"
712,15.0,,Julekoncert med Per Nielsen.,1930.0,"Adventskirken, Sallingvej 90, VanlÃ¸se",
713,16.0,,Kom og dans eller spil med i BrÃ¸ndby Spillemandslaug og Dansere.,1930.0,"BrÃ¸ndby Spillemandslaug og Dansere, MÃ¸llesalen, BrÃ¸ndby MÃ¸llevej 25, BrÃ¸ndby",
714,17.0,350.0,Bruce Guthro - Celtic X-mas tour 2017.,2000.0,"Operaen, Ekvipagemestervej 10, Copenhagen K","[55.682018, 12.6006229]"
715,18.0,250.0,Oh Wonder (UK).,2000.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
716,19.0,270.0,Morgan James (US).,2000.0,"Amager Bio, Ãresundsvej 6, Copenhagen S",
717,0.0,165.0,Joyce Wrice (US).,2000.0,"Ideal Bar, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
718,1.0,0.0,Julekoncert med kor og orkester fra AurehÃ¸j Gymnasium.,2000.0,"Hellerup Kirke, Margrethevej 7 A, Hellerup","[55.7343566, 12.5728859]"
719,2.0,100.0,Les Voix Humaines Viol Consort - The Art of the Fugue.,2000.0,"KoncertKirken (BlÃ¥gÃ¥rds Kirke), BlÃ¥gÃ¥rds Plads 6 A, Copenhagen N",
720,3.0,200.0,The Horrors (UK).,2100.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
721,4.0,0.0,Monday Juke Joint.,2130.0,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K",
722,5.0,,Gospelkor Julekoncert.,1600.0,"Haraldskirken, HÃ¸je Gladsaxe Torv 3, SÃ¸borg",
723,6.0,0.0,Koncert: Morgendagens violinstjerner.,1630.0,"Hovedbiblioteket - Undervisningslokalet, Falkoner Plads 3, Frederiksberg","[55.6807295, 12.5302891]"
724,7.0,0.0,Foredrag: Lyden af Asien.,1700.0,"Det kgl. Danske Musikkonservatorium, Ny sal, RosenÃ¸rns AllÃ© 22, Frederiksberg C",
725,8.0,,Julekoncert med gospelkoret.,1900.0,"Haraldskirken, HÃ¸je Gladsaxe Torv 3, SÃ¸borg",
726,9.0,0.0,Adventskoncert.,1930.0,"Ãstervangkirken, Dommervangen 2, Glostrup",
727,10.0,90.0,Trio Amerise og Folkeando - Argentinske folketoner.,1930.0,"Unitarernes Hus, Dag HammarskjÃ¶lds AllÃ© 30, Copenhagen Ã",
728,11.0,100.0,Spillemandsdansen spiller op til folkedans pÃ¥ Lindegaarden.,1930.0,"Kulturstedet Lindegaarden, Peter Lunds Vej 8, Kongens Lyngby","[55.776205, 12.5050708]"
729,12.0,295.0,Back To The Roots Tour Part 2 - Dirkschneider (DE) + support.,2000.0,"Amager Bio, Ãresundsvej 6, Copenhagen S",
730,13.0,90.0,International barokstjerne - Paolo Pandolfo.,2000.0,"Det Kongelige Bibliotek/Den Sorte Diamant, SÃ¸ren Kierkegaards Plads 1, Copenhagen K",
731,14.0,0.0,Op af stolen - ud i rummet.,2000.0,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg",
732,15.0,125.0,Widowspeak (USA).,2000.0,"Ideal Bar, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
733,16.0,175.0,Hugo Helmig.,2000.0,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V",
734,17.0,100.0,Les Voix Humaines Viol Consort - OH HENRY! Purcell's complete Fantasias.,2000.0,"KoncertKirken (BlÃ¥gÃ¥rds Kirke), BlÃ¥gÃ¥rds Plads 6 A, Copenhagen N",
735,18.0,,Julekoncert med Danske Bank Notes.,2000.0,"Kastrup Kirke, Kastruplundgade 3, Kastrup","[55.6375361, 12.6414879]"
736,19.0,25.0,Open mic for RBU.,2000.0,"Huset KBH MusikcafÃ©en, RÃ¥dhusstrÃ¦de 13, 3. sal, Copenhagen K",
737,0.0,105.0,MammÃºt (IS).,2000.0,"Ideal Bar, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
738,1.0,140.0,"ARS NOVA Copenhagen: Old World, New World.",2000.0,"Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K",
739,2.0,225.0,Scarlet Pleasure (DK) - ekstra koncert - VENTELISTE.,2000.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
740,3.0,325.0,SAGA - 40th Anniversary - The Final Chapter Tour 2017 - UDSOLGT.,2000.0,"Amager Bio, Ãresundsvej 6, Copenhagen S",
741,4.0,112.0,Von BÃ¼low / Kristiansen / Franck Trio.,2100.0,"Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K",
742,5.0,0.0,African Night.,2130.0,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K",
743,6.0,,ReformationsjubilÃ¦um 2017 - Hvad skete der egentlig for 500 Ã¥r siden?,1400.0,"Sions Kirke, Ãsterbrogade 192, Copenhagen Ã",
744,7.0,0.0,Koncert med BlÃ¥klokkerne.,1600.0,"TÃ¥rnby Hovedbibliotek, Kamillevej 10, Kastrup",
745,8.0,0.0,Onsdagskoncert.,1700.0,"Hans Tausens Kirke, Halfdansgade 6, Copenhagen S","[55.66455999999999, 12.57722]"
746,9.0,,Koncert med Rytmisk Center.,1800.0,"Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V","[55.671907, 12.5552659]"
747,10.0,50.0,Regnbuer og drÃ¸mme - tyrkisk og kurdisk folkemusik.,1900.0,"Davids Samling, Kronprinsessegade 30-32, Copenhagen K","[55.6842907, 12.5822063]"
748,11.0,130.0,"Kammermusikforeningen af 1911, Trio con Brio, Jens ElvekjÃ¦r, Soo-Jin Hong og Soo-Kyung Hong.",1930.0,"Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K",
749,12.0,100.0,"AmadeusEnsemblet og Westenholz spiller Gade, Bartok og Mozart.",1930.0,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","[55.6766342, 12.5836015]"
750,13.0,0.0,Debutkoncert - Erlendis Quartet.,1930.0,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","[55.68111589999999, 12.5528412]"
751,14.0,100.0,"AmadeusEnsemblet og Elisabeth Westenholz spiller Gade, Bartok og Mozart.",1930.0,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","[55.6766342, 12.5836015]"
752,15.0,330.0,The Minds Of 99.,2000.0,"Spillestedet Stengade, Stengade 18, Copenhagen N","[55.68821699999999, 12.555617]"
753,16.0,500.0,Queen + Adam Lambert - Udsolgt/venteliste.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
754,17.0,195.0,Shaka Loveless.,2000.0,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","[55.6575405, 12.5905654]"
755,18.0,140.0,Calan.,2000.0,"Baltoppen Live, Baltorpvej 20, Ballerup","[55.730546, 12.35193]"
756,19.0,50.0,Kathrine Windfeld Sekstet.,2000.0,"Templet, Jernbanevej 16, Kongens Lyngby","[55.7700496, 12.4996326]"
757,0.0,90.0,Nu Amsterdam Project PÃ¥ Loppen.,2030.0,"Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K",
758,1.0,180.0,Josh Rouse (US).,2100.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
759,2.0,112.0,Togeby / zum Vohrde Quintet.,2100.0,"Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K",
760,3.0,0.0,Soulful Tuesday.,2130.0,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K",
761,4.0,,Adventskoncert med Stemmegaflerne og Joes Angels.,1300.0,"De Gamles Bys Kirke, Edith Rodes Vej 6, Copenhagen N","[55.69491069999999, 12.5581153]"
762,5.0,,Musikskolens julekoncert.,1600.0,"Birkholm Kirkesal, Hjortespringvej 132, Herlev","[55.738248, 12.432386]"
763,6.0,0.0,Onsdagskoncert.,1700.0,"KoncertKirken (BlÃ¥gÃ¥rds Kirke), BlÃ¥gÃ¥rds Plads 6 A, Copenhagen N",
764,7.0,0.0,Workshop: Lyden af Asien.,1700.0,"Det kgl. Danske Musikkonservatorium, Ny sal, RosenÃ¸rns AllÃ© 22, Frederiksberg C",
765,8.0,0.0,OnsdagsFilm: Barndommens Gade.,1700.0,"Hovedbiblioteket - Undervisningslokalet, Falkoner Plads 3, Frederiksberg","[55.6807295, 12.5302891]"
766,9.0,,Jazz: Moderne Jazz.,1900.0,"Bibliografen, BagsvÃ¦rd Hovedgade 116 P, BagsvÃ¦rd",
767,10.0,55.0,Charlotte Lembourn Band (50/50 koncert).,1930.0,"IshÃ¸j Kultur CafÃ©, IshÃ¸j Ãstergade 28, IshÃ¸j",
768,11.0,0.0,Debutkoncert - Niklas Walentin.,1930.0,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","[55.68111589999999, 12.5528412]"
769,12.0,50.0,Julekoncert med Conductor og Line-up.,1930.0,"Taastrup Kulturcenter, Poppel AllÃ© 12, Taastrup",
770,13.0,,Adventskoncert med Kammerkoret Pegasus.,1930.0,"Hellerup Kirke, Margrethevej 7 A, Hellerup","[55.7343566, 12.5728859]"
771,14.0,270.0,Hush.,2000.0,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","[55.6575405, 12.5905654]"
772,15.0,400.0,Scorpions - Crazy World Tour.,2000.0,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S",
773,16.0,185.0,Katinka.,2000.0,"VEGA, Enghavevej 40, Copenhagen V","[55.6680687, 12.5444302]"
774,17.0,225.0,True Nord.,2000.0,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V",
775,18.0,,Troels Jensen & The Healers feat. Miriam Mandipira.,2000.0,"Bartof Station, Solbjergvej 3, Frederiksberg","[55.6808557, 12.5331994]"
776,19.0,,Sangkoncert.,2000.0,"GrÃ¸ndalslund Kirke og SognegÃ¥rd, TÃ¥rnvej 350, RÃ¸dovre",
777,0.0,,StÃ¸ttekoncert med Marie Carmen Koppel.,2000.0,"Mariakirken, Istedgade 20, Copenhagen V","[55.6715744, 12.5603597]"
778,1.0,50.0,Julekoncert: Gospel Unusual.,2000.0,"Kulturhuset PilegÃ¥rden, BrÃ¸nshÃ¸jvej 17, BrÃ¸nshÃ¸j",
